"","year","county","dem","rep","dem_v","dem_s","rep_v","rep_s"
"2822",2016,51067,"Hillary Clinton","Donald J. Trump",7257,"26.91%",18569,"68.85%"
"2823",2016,51069,"Hillary Clinton","Donald J. Trump",11932,"29.51%",26083,"64.50%"
"2824",2016,51071,"Hillary Clinton","Donald J. Trump",1950,"23.75%",5910,"71.97%"
"2825",2016,51073,"Hillary Clinton","Donald J. Trump",5404,"27.54%",13096,"66.75%"
"2826",2016,51075,"Hillary Clinton","Donald J. Trump",4889,"34.83%",8384,"59.73%"
"2827",2016,51077,"Hillary Clinton","Donald J. Trump",1407,"19.31%",5592,"76.76%"
"2828",2016,51079,"Hillary Clinton","Donald J. Trump",2924,"30.44%",5945,"61.88%"
"2829",2016,51081,"Hillary Clinton","Donald J. Trump",2558,"58.63%",1737,"39.81%"
"2830",2016,51083,"Hillary Clinton","Donald J. Trump",6897,"40.58%",9704,"57.10%"
"2831",2016,51085,"Hillary Clinton","Donald J. Trump",19382,"30.90%",39630,"63.18%"
"2832",2016,51087,"Hillary Clinton","Donald J. Trump",93935,"57.44%",59857,"36.60%"
"2833",2016,51089,"Hillary Clinton","Donald J. Trump",8198,"34.03%",15208,"63.13%"
"2834",2016,51091,"Hillary Clinton","Donald J. Trump",371,"26.67%",958,"68.87%"
"2835",2016,51093,"Hillary Clinton","Donald J. Trump",7881,"37.40%",12204,"57.91%"
"2836",2016,51095,"Hillary Clinton","Donald J. Trump",19105,"44.26%",21306,"49.35%"
"2837",2016,51097,"Hillary Clinton","Donald J. Trump",1468,"39.78%",2099,"56.88%"
"2838",2016,51099,"Hillary Clinton","Donald J. Trump",4007,"33.25%",7341,"60.92%"
"2839",2016,51101,"Hillary Clinton","Donald J. Trump",2760,"30.18%",5975,"65.33%"
"2840",2016,51103,"Hillary Clinton","Donald J. Trump",2869,"43.18%",3523,"53.02%"
"2841",2016,51105,"Hillary Clinton","Donald J. Trump",1627,"17.31%",7543,"80.25%"
"2842",2016,51107,"Hillary Clinton","Donald J. Trump",100795,"55.06%",69949,"38.21%"
"2843",2016,51109,"Hillary Clinton","Donald J. Trump",6212,"35.27%",10528,"59.78%"
"2844",2016,51111,"Hillary Clinton","Donald J. Trump",2227,"39.87%",3204,"57.36%"
"2845",2016,51113,"Hillary Clinton","Donald J. Trump",2203,"31.57%",4419,"63.32%"
"2846",2016,51115,"Hillary Clinton","Donald J. Trump",1563,"29.43%",3517,"66.22%"
"2847",2016,51117,"Hillary Clinton","Donald J. Trump",6285,"42.05%",8288,"55.46%"
"2848",2016,51119,"Hillary Clinton","Donald J. Trump",2108,"35.03%",3670,"60.99%"
"2849",2016,51121,"Hillary Clinton","Donald J. Trump",20021,"46.53%",19459,"45.22%"
"2850",2016,51125,"Hillary Clinton","Donald J. Trump",3689,"44.39%",4154,"49.98%"
"2851",2016,51127,"Hillary Clinton","Donald J. Trump",3546,"28.99%",8118,"66.36%"
"2852",2016,51131,"Hillary Clinton","Donald J. Trump",3255,"52.77%",2686,"43.55%"
"2853",2016,51133,"Hillary Clinton","Donald J. Trump",2852,"38.56%",4302,"58.16%"
"2854",2016,51135,"Hillary Clinton","Donald J. Trump",2829,"41.95%",3712,"55.04%"
"2855",2016,51137,"Hillary Clinton","Donald J. Trump",5957,"34.50%",10521,"60.93%"
"2856",2016,51139,"Hillary Clinton","Donald J. Trump",2514,"23.41%",7831,"72.91%"
"2857",2016,51141,"Hillary Clinton","Donald J. Trump",1768,"20.74%",6454,"75.71%"
"2858",2016,51143,"Hillary Clinton","Donald J. Trump",9199,"29.11%",21554,"68.21%"
"2859",2016,51145,"Hillary Clinton","Donald J. Trump",4060,"24.04%",11885,"70.38%"
"2860",2016,51147,"Hillary Clinton","Donald J. Trump",4591,"50.21%",4101,"44.85%"
"2861",2016,51149,"Hillary Clinton","Donald J. Trump",6419,"39.66%",9157,"56.58%"
"2862",2016,51153,"Hillary Clinton","Donald J. Trump",113144,"57.60%",71721,"36.51%"
"2863",2016,51155,"Hillary Clinton","Donald J. Trump",4172,"27.51%",10322,"68.06%"
"2864",2016,51157,"Hillary Clinton","Donald J. Trump",1747,"38.97%",2539,"56.64%"
"2865",2016,51159,"Hillary Clinton","Donald J. Trump",1347,"36.79%",2213,"60.45%"
"2866",2016,51161,"Hillary Clinton","Donald J. Trump",17200,"33.41%",31408,"61.00%"
"2867",2016,51163,"Hillary Clinton","Donald J. Trump",3508,"32.50%",6680,"61.88%"
"2868",2016,51165,"Hillary Clinton","Donald J. Trump",9366,"24.98%",25990,"69.33%"
"2869",2016,51167,"Hillary Clinton","Donald J. Trump",2330,"19.03%",9521,"77.75%"
"2870",2016,51169,"Hillary Clinton","Donald J. Trump",1581,"15.65%",8247,"81.65%"
"2871",2016,51171,"Hillary Clinton","Donald J. Trump",5273,"25.71%",14094,"68.72%"
"2872",2016,51173,"Hillary Clinton","Donald J. Trump",2665,"20.67%",9750,"75.64%"
"2873",2016,51175,"Hillary Clinton","Donald J. Trump",3595,"40.52%",5035,"56.75%"
"2874",2016,51177,"Hillary Clinton","Donald J. Trump",24207,"38.70%",34623,"55.35%"
"2875",2016,51179,"Hillary Clinton","Donald J. Trump",27908,"42.33%",33868,"51.37%"
"2876",2016,51181,"Hillary Clinton","Donald J. Trump",2272,"53.74%",1819,"43.02%"
"2877",2016,51183,"Hillary Clinton","Donald J. Trump",2879,"57.08%",2055,"40.74%"
"2878",2016,51185,"Hillary Clinton","Donald J. Trump",2895,"15.59%",15168,"81.70%"
"2879",2016,51187,"Hillary Clinton","Donald J. Trump",5169,"28.80%",11773,"65.58%"
"2880",2016,51191,"Hillary Clinton","Donald J. Trump",5553,"21.48%",19320,"74.75%"
"2881",2016,51193,"Hillary Clinton","Donald J. Trump",3836,"44.74%",4448,"51.88%"
"2882",2016,51195,"Hillary Clinton","Donald J. Trump",2701,"17.81%",12086,"79.71%"
"2883",2016,51197,"Hillary Clinton","Donald J. Trump",2770,"20.78%",10046,"75.38%"
"2884",2016,51199,"Hillary Clinton","Donald J. Trump",12999,"38.11%",18837,"55.22%"
"2885",2016,51510,"Hillary Clinton","Donald J. Trump",57242,"75.56%",13285,"17.54%"
"2886",2016,51520,"Hillary Clinton","Donald J. Trump",1835,"26.11%",4892,"69.62%"
"2887",2016,51530,"Hillary Clinton","Donald J. Trump",693,"28.79%",1430,"59.41%"
"2888",2016,51540,"Hillary Clinton","Donald J. Trump",17901,"79.68%",2960,"13.17%"
"2889",2016,51550,"Hillary Clinton","Donald J. Trump",52627,"46.71%",54047,"47.97%"
"2890",2016,51570,"Hillary Clinton","Donald J. Trump",2367,"27.99%",5681,"67.18%"
"2891",2016,51580,"Hillary Clinton","Donald J. Trump",914,"38.37%",1349,"56.63%"
"2892",2016,51590,"Hillary Clinton","Donald J. Trump",11059,"58.39%",7303,"38.56%"
"2893",2016,51595,"Hillary Clinton","Donald J. Trump",1530,"64.67%",789,"33.35%"
"2894",2016,51600,"Hillary Clinton","Donald J. Trump",7367,"61.25%",3702,"30.78%"
"2895",2016,51610,"Hillary Clinton","Donald J. Trump",5819,"75.02%",1324,"17.07%"
"2896",2016,51620,"Hillary Clinton","Donald J. Trump",2519,"62.03%",1421,"34.99%"
"2897",2016,51630,"Hillary Clinton","Donald J. Trump",6707,"59.58%",3744,"33.26%"
"2898",2016,51640,"Hillary Clinton","Donald J. Trump",681,"28.66%",1603,"67.47%"
"2899",2016,51650,"Hillary Clinton","Donald J. Trump",41312,"66.34%",17902,"28.75%"
"2900",2016,51660,"Hillary Clinton","Donald J. Trump",10212,"56.77%",6262,"34.81%"
"2901",2016,51670,"Hillary Clinton","Donald J. Trump",4724,"52.44%",3885,"43.13%"
"2902",2016,51678,"Hillary Clinton","Donald J. Trump",1514,"61.42%",766,"31.08%"
"2903",2016,51680,"Hillary Clinton","Donald J. Trump",14792,"41.48%",17982,"50.43%"
"2904",2016,51683,"Hillary Clinton","Donald J. Trump",8423,"54.66%",5953,"38.63%"
"2905",2016,51685,"Hillary Clinton","Donald J. Trump",3204,"61.24%",1733,"33.12%"
"2906",2016,51690,"Hillary Clinton","Donald J. Trump",3533,"59.81%",2149,"36.38%"
"2907",2016,51700,"Hillary Clinton","Donald J. Trump",45618,"60.31%",25468,"33.67%"
"2908",2016,51710,"Hillary Clinton","Donald J. Trump",57023,"68.39%",21552,"25.85%"
"2909",2016,51720,"Hillary Clinton","Donald J. Trump",383,"26.23%",1021,"69.93%"
"2910",2016,51730,"Hillary Clinton","Donald J. Trump",12021,"87.20%",1451,"10.53%"
"2911",2016,51735,"Hillary Clinton","Donald J. Trump",1601,"22.31%",5092,"70.95%"
"2912",2016,51740,"Hillary Clinton","Donald J. Trump",28497,"65.87%",12795,"29.58%"
"2913",2016,51750,"Hillary Clinton","Donald J. Trump",2925,"48.09%",2638,"43.37%"
"2914",2016,51760,"Hillary Clinton","Donald J. Trump",81259,"78.58%",15581,"15.07%"
"2915",2016,51770,"Hillary Clinton","Donald J. Trump",22286,"56.47%",14789,"37.47%"
"2916",2016,51775,"Hillary Clinton","Donald J. Trump",4202,"34.37%",7226,"59.11%"
"2917",2016,51790,"Hillary Clinton","Donald J. Trump",5333,"47.38%",5133,"45.61%"
"2918",2016,51800,"Hillary Clinton","Donald J. Trump",23280,"53.84%",18006,"41.64%"
"2919",2016,51810,"Hillary Clinton","Donald J. Trump",91032,"44.84%",98224,"48.38%"
"2920",2016,51820,"Hillary Clinton","Donald J. Trump",3764,"40.90%",4801,"52.16%"
"2921",2016,51830,"Hillary Clinton","Donald J. Trump",5206,"68.27%",1925,"25.24%"
"2922",2016,51840,"Hillary Clinton","Donald J. Trump",5164,"48.42%",4790,"44.91%"
"2923",2016,53001,"Hillary Clinton","Donald J. Trump",1299,"27.16%",3083,"64.47%"
"2924",2016,53003,"Hillary Clinton","Donald J. Trump",3134,"31.42%",5741,"57.56%"
"2925",2016,53005,"Hillary Clinton","Donald J. Trump",26360,"31.53%",47194,"56.46%"
"2926",2016,53007,"Hillary Clinton","Donald J. Trump",13032,"37.85%",18114,"52.61%"
"2927",2016,53009,"Hillary Clinton","Donald J. Trump",17677,"43.61%",18794,"46.37%"
"2928",2016,53011,"Hillary Clinton","Donald J. Trump",92757,"44.49%",92441,"44.34%"
"2929",2016,53013,"Hillary Clinton","Donald J. Trump",526,"23.60%",1497,"67.16%"
"2930",2016,53015,"Hillary Clinton","Donald J. Trump",17908,"37.99%",24185,"51.30%"
"2931",2016,53017,"Hillary Clinton","Donald J. Trump",4918,"30.93%",9603,"60.39%"
"2932",2016,53019,"Hillary Clinton","Donald J. Trump",1098,"30.13%",2202,"60.43%"
"2933",2016,53021,"Hillary Clinton","Donald J. Trump",8886,"36.10%",13206,"53.65%"
"2934",2016,53023,"Hillary Clinton","Donald J. Trump",279,"22.04%",851,"67.22%"
"2935",2016,53025,"Hillary Clinton","Donald J. Trump",7810,"26.69%",18518,"63.29%"
"2936",2016,53027,"Hillary Clinton","Donald J. Trump",12020,"41.02%",14067,"48.01%"
"2937",2016,53029,"Hillary Clinton","Donald J. Trump",20960,"47.34%",18465,"41.71%"
"2938",2016,53031,"Hillary Clinton","Donald J. Trump",12656,"60.62%",6037,"28.91%"
"2939",2016,53033,"Hillary Clinton","Donald J. Trump",718322,"69.85%",216339,"21.04%"
"2940",2016,53035,"Hillary Clinton","Donald J. Trump",63156,"49.05%",49018,"38.07%"
"2941",2016,53037,"Hillary Clinton","Donald J. Trump",7489,"38.18%",10100,"51.49%"
"2942",2016,53039,"Hillary Clinton","Donald J. Trump",4194,"37.87%",5789,"52.28%"
"2943",2016,53041,"Hillary Clinton","Donald J. Trump",9654,"27.43%",21992,"62.48%"
"2944",2016,53043,"Hillary Clinton","Donald J. Trump",1244,"21.23%",4108,"70.09%"
"2945",2016,53045,"Hillary Clinton","Donald J. Trump",11993,"41.35%",13677,"47.16%"
"2946",2016,53047,"Hillary Clinton","Donald J. Trump",6298,"35.87%",9610,"54.74%"
"2947",2016,53049,"Hillary Clinton","Donald J. Trump",4620,"42.11%",5360,"48.85%"
"2948",2016,53051,"Hillary Clinton","Donald J. Trump",1934,"27.57%",4373,"62.33%"
"2949",2016,53053,"Hillary Clinton","Donald J. Trump",172538,"47.92%",146824,"40.78%"
"2950",2016,53055,"Hillary Clinton","Donald J. Trump",7172,"64.42%",2688,"24.14%"
"2951",2016,53057,"Hillary Clinton","Donald J. Trump",26690,"45.97%",24736,"42.60%"
"2952",2016,53059,"Hillary Clinton","Donald J. Trump",2232,"38.29%",2928,"50.23%"
"2953",2016,53061,"Hillary Clinton","Donald J. Trump",185227,"52.22%",128255,"36.16%"
"2954",2016,53063,"Hillary Clinton","Donald J. Trump",93767,"39.72%",113435,"48.06%"
"2955",2016,53065,"Hillary Clinton","Donald J. Trump",5767,"24.65%",15161,"64.80%"
"2956",2016,53067,"Hillary Clinton","Donald J. Trump",68798,"51.27%",48624,"36.23%"
"2957",2016,53069,"Hillary Clinton","Donald J. Trump",832,"34.25%",1344,"55.33%"
"2958",2016,53071,"Hillary Clinton","Donald J. Trump",9694,"36.96%",13651,"52.05%"
"2959",2016,53073,"Hillary Clinton","Donald J. Trump",60340,"53.24%",40599,"35.82%"
"2960",2016,53075,"Hillary Clinton","Donald J. Trump",8146,"45.19%",7403,"41.06%"
"2961",2016,53077,"Hillary Clinton","Donald J. Trump",31291,"39.24%",41735,"52.34%"
"2962",2016,54001,"Hillary Clinton","Donald J. Trump",1222,"19.98%",4527,"74.02%"
"2963",2016,54003,"Hillary Clinton","Donald J. Trump",12321,"28.41%",28244,"65.13%"
"2964",2016,54005,"Hillary Clinton","Donald J. Trump",1790,"20.39%",6504,"74.09%"
"2965",2016,54007,"Hillary Clinton","Donald J. Trump",1321,"25.90%",3537,"69.35%"
"2966",2016,54009,"Hillary Clinton","Donald J. Trump",2568,"26.49%",6625,"68.33%"
"2967",2016,54011,"Hillary Clinton","Donald J. Trump",11447,"34.08%",19850,"59.09%"
"2968",2016,54013,"Hillary Clinton","Donald J. Trump",456,"17.29%",2035,"77.14%"
"2969",2016,54015,"Hillary Clinton","Donald J. Trump",568,"18.96%",2300,"76.79%"
"2970",2016,54017,"Hillary Clinton","Donald J. Trump",362,"12.64%",2358,"82.36%"
"2971",2016,54019,"Hillary Clinton","Donald J. Trump",4290,"27.72%",10357,"66.91%"
"2972",2016,54021,"Hillary Clinton","Donald J. Trump",545,"21.13%",1896,"73.52%"
"2973",2016,54023,"Hillary Clinton","Donald J. Trump",512,"10.31%",4346,"87.53%"
"2974",2016,54025,"Hillary Clinton","Donald J. Trump",3765,"26.47%",9556,"67.18%"
"2975",2016,54027,"Hillary Clinton","Donald J. Trump",1580,"18.20%",6692,"77.11%"
"2976",2016,54029,"Hillary Clinton","Donald J. Trump",3262,"25.48%",8909,"69.59%"
"2977",2016,54031,"Hillary Clinton","Donald J. Trump",1155,"20.36%",4274,"75.33%"
"2978",2016,54033,"Hillary Clinton","Donald J. Trump",7694,"27.14%",18750,"66.14%"
"2979",2016,54035,"Hillary Clinton","Donald J. Trump",2663,"21.64%",9020,"73.31%"
"2980",2016,54037,"Hillary Clinton","Donald J. Trump",9518,"38.84%",13204,"53.88%"
"2981",2016,54039,"Hillary Clinton","Donald J. Trump",28263,"36.76%",43850,"57.03%"
"2982",2016,54041,"Hillary Clinton","Donald J. Trump",1347,"19.42%",5274,"76.04%"
"2983",2016,54043,"Hillary Clinton","Donald J. Trump",1459,"20.44%",5307,"74.36%"
"2984",2016,54045,"Hillary Clinton","Donald J. Trump",2092,"16.82%",9897,"79.56%"
"2985",2016,54047,"Hillary Clinton","Donald J. Trump",1438,"23.02%",4629,"74.11%"
"2986",2016,54049,"Hillary Clinton","Donald J. Trump",6964,"29.80%",14668,"62.77%"
"2987",2016,54051,"Hillary Clinton","Donald J. Trump",2918,"21.85%",9666,"72.39%"
"2988",2016,54053,"Hillary Clinton","Donald J. Trump",2081,"20.26%",7654,"74.54%"
"2989",2016,54055,"Hillary Clinton","Donald J. Trump",4704,"20.28%",17404,"75.03%"
"2990",2016,54057,"Hillary Clinton","Donald J. Trump",2050,"17.56%",9070,"77.71%"
"2991",2016,54059,"Hillary Clinton","Donald J. Trump",1370,"14.40%",7911,"83.17%"
"2992",2016,54061,"Hillary Clinton","Donald J. Trump",14699,"39.97%",18432,"50.13%"
"2993",2016,54063,"Hillary Clinton","Donald J. Trump",1111,"18.98%",4443,"75.92%"
"2994",2016,54065,"Hillary Clinton","Donald J. Trump",1573,"20.33%",5732,"74.09%"
"2995",2016,54067,"Hillary Clinton","Donald J. Trump",1840,"19.21%",7251,"75.70%"
"2996",2016,54069,"Hillary Clinton","Donald J. Trump",5493,"30.16%",11139,"61.16%"
"2997",2016,54071,"Hillary Clinton","Donald J. Trump",729,"22.40%",2398,"73.69%"
"2998",2016,54073,"Hillary Clinton","Donald J. Trump",621,"19.53%",2358,"74.17%"
"2999",2016,54075,"Hillary Clinton","Donald J. Trump",928,"25.25%",2496,"67.92%"
"3000",2016,54077,"Hillary Clinton","Donald J. Trump",2470,"19.35%",9538,"74.73%"
"3001",2016,54079,"Hillary Clinton","Donald J. Trump",5884,"23.34%",17788,"70.56%"
"3002",2016,54081,"Hillary Clinton","Donald J. Trump",6443,"21.55%",22048,"73.76%"
"3003",2016,54083,"Hillary Clinton","Donald J. Trump",2735,"24.93%",7629,"69.55%"
"3004",2016,54085,"Hillary Clinton","Donald J. Trump",496,"12.08%",3405,"82.95%"
"3005",2016,54087,"Hillary Clinton","Donald J. Trump",1222,"22.99%",3781,"71.12%"
"3006",2016,54089,"Hillary Clinton","Donald J. Trump",1190,"24.32%",3455,"70.61%"
"3007",2016,54091,"Hillary Clinton","Donald J. Trump",1491,"22.61%",4733,"71.79%"
"3008",2016,54093,"Hillary Clinton","Donald J. Trump",751,"21.45%",2565,"73.26%"
"3009",2016,54095,"Hillary Clinton","Donald J. Trump",507,"13.73%",2996,"81.15%"
"3010",2016,54097,"Hillary Clinton","Donald J. Trump",1766,"18.99%",7005,"75.34%"
"3011",2016,54099,"Hillary Clinton","Donald J. Trump",3357,"21.87%",11152,"72.67%"
"3012",2016,54101,"Hillary Clinton","Donald J. Trump",556,"18.47%",2302,"76.45%"
"3013",2016,54103,"Hillary Clinton","Donald J. Trump",1359,"21.53%",4519,"71.59%"
"3014",2016,54105,"Hillary Clinton","Donald J. Trump",386,"15.94%",1911,"78.90%"
"3015",2016,54107,"Hillary Clinton","Donald J. Trump",8400,"23.29%",25434,"70.51%"
"3016",2016,54109,"Hillary Clinton","Donald J. Trump",1062,"13.48%",6547,"83.08%"
"3017",2016,55001,"Hillary Clinton","Donald J. Trump",3745,"36.97%",5966,"58.89%"
"3018",2016,55003,"Hillary Clinton","Donald J. Trump",4226,"52.61%",3303,"41.12%"
"3019",2016,55005,"Hillary Clinton","Donald J. Trump",7889,"34.80%",13614,"60.05%"
"3020",2016,55007,"Hillary Clinton","Donald J. Trump",4953,"51.53%",4124,"42.90%"
"3021",2016,55009,"Hillary Clinton","Donald J. Trump",53382,"41.38%",67210,"52.10%"
"3022",2016,55011,"Hillary Clinton","Donald J. Trump",2525,"36.17%",4048,"57.99%"
"3023",2016,55013,"Hillary Clinton","Donald J. Trump",2949,"33.75%",5410,"61.91%"
"3024",2016,55015,"Hillary Clinton","Donald J. Trump",9642,"36.25%",15367,"57.78%"
"3025",2016,55017,"Hillary Clinton","Donald J. Trump",11887,"37.66%",17916,"56.75%"
"3026",2016,55019,"Hillary Clinton","Donald J. Trump",4221,"30.87%",8652,"63.28%"
"3027",2016,55021,"Hillary Clinton","Donald J. Trump",13528,"45.55%",14163,"47.69%"
"3028",2016,55023,"Hillary Clinton","Donald J. Trump",3419,"44.24%",3836,"49.64%"
"3029",2016,55025,"Hillary Clinton","Donald J. Trump",217697,"70.37%",71275,"23.04%"
"3030",2016,55027,"Hillary Clinton","Donald J. Trump",13968,"32.42%",26635,"61.83%"
"3031",2016,55029,"Hillary Clinton","Donald J. Trump",8014,"45.55%",8580,"48.77%"
"3032",2016,55031,"Hillary Clinton","Donald J. Trump",11357,"50.39%",9661,"42.87%"
"3033",2016,55033,"Hillary Clinton","Donald J. Trump",9034,"40.87%",11486,"51.96%"
"3034",2016,55035,"Hillary Clinton","Donald J. Trump",27340,"49.69%",23331,"42.40%"
"3035",2016,55037,"Hillary Clinton","Donald J. Trump",665,"25.04%",1898,"71.46%"
"3036",2016,55039,"Hillary Clinton","Donald J. Trump",17387,"33.57%",31022,"59.89%"
"3037",2016,55041,"Hillary Clinton","Donald J. Trump",1579,"34.74%",2787,"61.32%"
"3038",2016,55043,"Hillary Clinton","Donald J. Trump",10051,"41.25%",12350,"50.68%"
"3039",2016,55045,"Hillary Clinton","Donald J. Trump",9122,"48.05%",8693,"45.79%"
"3040",2016,55047,"Hillary Clinton","Donald J. Trump",2693,"28.60%",6216,"66.02%"
"3041",2016,55049,"Hillary Clinton","Donald J. Trump",6669,"54.33%",4809,"39.18%"
"3042",2016,55051,"Hillary Clinton","Donald J. Trump",1275,"36.29%",2081,"59.24%"
"3043",2016,55053,"Hillary Clinton","Donald J. Trump",3818,"41.20%",4906,"52.94%"
"3044",2016,55055,"Hillary Clinton","Donald J. Trump",16569,"38.44%",23417,"54.32%"
"3045",2016,55057,"Hillary Clinton","Donald J. Trump",4073,"34.71%",7130,"60.76%"
"3046",2016,55059,"Hillary Clinton","Donald J. Trump",35799,"46.92%",36037,"47.23%"
"3047",2016,55061,"Hillary Clinton","Donald J. Trump",3627,"33.69%",6618,"61.47%"
"3048",2016,55063,"Hillary Clinton","Donald J. Trump",32406,"50.89%",26378,"41.43%"
"3049",2016,55065,"Hillary Clinton","Donald J. Trump",3288,"42.91%",3977,"51.91%"
"3050",2016,55067,"Hillary Clinton","Donald J. Trump",3250,"31.91%",6478,"63.60%"
"3051",2016,55069,"Hillary Clinton","Donald J. Trump",5371,"36.51%",8401,"57.10%"
"3052",2016,55071,"Hillary Clinton","Donald J. Trump",14538,"35.64%",23244,"56.99%"
"3053",2016,55073,"Hillary Clinton","Donald J. Trump",26481,"38.09%",39014,"56.12%"
"3054",2016,55075,"Hillary Clinton","Donald J. Trump",6409,"31.50%",13122,"64.50%"
"3055",2016,55077,"Hillary Clinton","Donald J. Trump",2808,"35.58%",4709,"59.68%"
"3056",2016,55078,"Hillary Clinton","Donald J. Trump",1002,"76.61%",267,"20.41%"
"3057",2016,55079,"Hillary Clinton","Donald J. Trump",288822,"65.48%",126069,"28.58%"
"3058",2016,55081,"Hillary Clinton","Donald J. Trump",7052,"35.80%",11356,"57.65%"
"3059",2016,55083,"Hillary Clinton","Donald J. Trump",5940,"29.40%",13345,"66.04%"
"3060",2016,55085,"Hillary Clinton","Donald J. Trump",8109,"37.66%",12132,"56.35%"
"3061",2016,55087,"Hillary Clinton","Donald J. Trump",38068,"40.53%",49879,"53.10%"
"3062",2016,55089,"Hillary Clinton","Donald J. Trump",20170,"36.97%",30464,"55.84%"
"3063",2016,55091,"Hillary Clinton","Donald J. Trump",1344,"35.98%",2206,"59.06%"
"3064",2016,55093,"Hillary Clinton","Donald J. Trump",8399,"39.29%",11272,"52.73%"
"3065",2016,55095,"Hillary Clinton","Donald J. Trump",7565,"33.26%",13810,"60.72%"
"3066",2016,55097,"Hillary Clinton","Donald J. Trump",18529,"48.02%",17305,"44.84%"
"3067",2016,55099,"Hillary Clinton","Donald J. Trump",2667,"35.24%",4559,"60.24%"
"3068",2016,55101,"Hillary Clinton","Donald J. Trump",42641,"45.22%",46681,"49.50%"
"3069",2016,55103,"Hillary Clinton","Donald J. Trump",3569,"44.23%",4013,"49.73%"
"3070",2016,55105,"Hillary Clinton","Donald J. Trump",39339,"51.71%",31493,"41.40%"
"3071",2016,55107,"Hillary Clinton","Donald J. Trump",2171,"30.63%",4564,"64.39%"
"3072",2016,55109,"Hillary Clinton","Donald J. Trump",17482,"36.80%",26222,"55.19%"
"3073",2016,55111,"Hillary Clinton","Donald J. Trump",14690,"46.85%",14799,"47.20%"
"3074",2016,55113,"Hillary Clinton","Donald J. Trump",3503,"38.34%",5185,"56.75%"
"3075",2016,55115,"Hillary Clinton","Donald J. Trump",6068,"30.63%",12769,"64.46%"
